	symbol	baseMean	FoldChange	log2FoldChange	lfcSE	stat	pvalue	padj	description					
ENSRNOG00000006148	C10h5orf15	309.864.354.510.953	0.994820634531682	-0.00749166269664682	0.065187089747983	-0.11492555850568	0.908504126557382	0.971674136249825	similar to human chromosome 5 open reading frame 15					
ENSRNOG00000006151	Reg3b	31.028.164.045.439	0.998113495353014	-0.00272422133562388	0.918576186975884	-0.00296569993240572	0.997633717280684	NA	regenerating family member 3 beta					
ENSRNOG00000006167	Rasal3	719.659.644.727.695	0.887379088536904	-0.172377539046754	0.192597459370359	-0.89501460512663	0.370779280653178	0.693197497555016	RAS protein activator like 3					
ENSRNOG00000006170	Bach2	110.897.035.736.338	124.706.808.277.715	0.31854023020665	0.113571113746316	280.476.451.889.142	0.00503533519660166	0.107149611215293	BTB domain and CNC homolog 2					
ENSRNOG00000006174	Grid2	565.608.057.390.499	114.885.839.046.468	0.200200980782182	0.143402071424714	139.608.151.258.322	0.162689950321742	0.500230103341972	glutamate ionotropic receptor delta type subunit 2					
ENSRNOG00000006178	Dync1h1	398.143.521.696.829	106.910.552.697.995	0.0964042625408632	0.135694973177954	0.710448296521908	0.477426182532093	0.768712370653505	dynein cytoplasmic 1 heavy chain 1					
ENSRNOG00000006180	Pum2	166.099.966.473.075	0.910348421341758	-0.135509275360676	0.0890044961132551	-152.249.921.384.022	0.127884042244958	0.454789968057577	pumilio RNA-binding family member 2					
ENSRNOG00000006185	Etaa1	759.250.518.421.072	0.963831768632916	-0.0531467406928182	0.101763103914763	-0.522259430464444	0.601489711983465	0.843170390751952	ETAA1 activator of ATR kinase					
ENSRNOG00000006197	Calu	385.282.713.757.737	0.872940022064213	-0.196045562273312	0.0798298404827113	-24.557.929.852.781	0.0140574110523781	0.174998338044719	calumenin					
ENSRNOG00000006198	Prr11	132.529.731.078.122	132.149.044.264.891	0.402165991084004	0.424899701259413	0.946496290517443	0.343895513388756	NA	proline rich 11					
ENSRNOG00000006199	Crppa	514.746.042.461.264	110.858.197.183.215	0.1487154512908	0.100555100756696	147.894.487.869.525	0.139155047448308	0.469395498612457	CDP-L-ribitol pyrophosphorylase A					
ENSRNOG00000006200	St18	290.692.183.197.013	0.426634224664206	-122.892.839.134.482	0.548078025312124	-22.422.508.011.427	0.0249451675321046	0.22600627859762	ST18 C2H2C-type zinc finger transcription factor					
ENSRNOG00000006204	Slc30a3	322.340.411.323.015	105.695.296.521.025	0.0799111776972097	0.176448706402835	0.452886163499387	0.650630714783699	0.865475985941783	solute carrier family 30 member 3					
ENSRNOG00000006206	Tmem106b	425.654.431.373.215	0.973303980497364	-0.0390376396598032	0.0950576556137897	-0.410673284626432	0.681312118835833	0.87905096723463	transmembrane protein 106B					
ENSRNOG00000006209	Mbd6	939.246.436.911.415	0.975777057839751	-0.0353765314122284	0.0960821197544869	-0.368190580126917	0.712731133726648	0.894014479379944	methyl-CpG binding domain protein 6					
ENSRNOG00000006217	Wiz	235.360.139.186.244	0.971525982608058	-0.0416755149506088	0.0979765754744516	-0.42536202912579	0.670572781702359	0.874960331718907	WIZ zinc finger					
ENSRNOG00000006221	Uba3	342.515.421.037.588	0.939663403300462	-0.0897840331538093	0.0868902915344328	-10.333.033.940.648	0.301461939423289	0.641081134704759	ubiquitin-like modifier activating enzyme 3					
ENSRNOG00000006224	Klhl31	501.976.444.343.263	0.850279435137347	-0.233991049594793	0.639095447097205	-0.366128487783147	0.714269200984057	NA	kelch-like family member 31					
ENSRNOG00000006227	Ifih1	27.598.002.976.523	0.841382690921706	-0.249165955861094	0.170384753972296	-146.237.236.637.738	0.143639197644007	0.473437936097758	interferon induced with helicase C domain 1					
ENSRNOG00000006228	Pdia4	207.922.652.662.117	0.892343779185561	-0.164328473332679	0.0834332937777756	-196.957.911.994.182	0.0488866266056414	0.298329628806658	protein disulfide isomerase family A	 member 4				
ENSRNOG00000006231	Ptpro	12.341.011.050.374	0.951962369786451	-0.0710235486602951	0.119472868631004	-0.594474289218366	0.55219493373106	0.814820587550705	protein tyrosine phosphatase	 receptor type	 O			
ENSRNOG00000006235	Nell2	326.572.652.845.839	113.397.551.351.603	0.181389487801838	0.0571444508863092	317.422.750.570.687	0.00150235882901178	0.0623225707495674	neural EGFL like 2					
ENSRNOG00000006236	Dsn1	827.054.461.492.659	0.976561954691918	-0.0342165209325222	0.193549947661943	-0.176783932756651	0.859678110072466	0.954893734469972	DSN1 component of MIS12 kinetochore complex					
ENSRNOG00000006237	Gpr37l1	51.802.124.856.672	0.780490152619073	-0.357547664935622	0.168565550009696	-212.111.943.938.163	0.0339117524462569	0.256829692733443	G protein-coupled receptor 37-like 1					
ENSRNOG00000006238	Traf2	330.102.852.694.455	0.99154255140584	-0.0122534087822645	0.121614157183549	-0.100756433839941	0.919743811536425	0.97522032792064	Tnf receptor-associated factor 2					
ENSRNOG00000006241	Marchf7	4.236.626.041.967	103.929.684.772.129	0.0556077808724387	0.0887125169022274	0.626831283952023	0.530769834501075	0.805399814024551	membrane associated ring-CH-type finger 7					
ENSRNOG00000006244	Lztfl1	932.711.155.635.099	101.149.952.692.143	0.016495645147532	0.0890793034719692	0.185179323418516	0.853088386135488	0.952925335871587	leucine zipper transcription factor-like 1					
ENSRNOG00000006247	Copa	906.810.976.154.055	10.299.884.019.978	0.0426280922876544	0.0615609506701302	0.692453443678508	0.488652613388357	0.775751671781594	COPI coat complex subunit alpha					
ENSRNOG00000006248	Trim37	126.102.855.396.924	0.946253826533791	-0.0797008656963524	0.0764398520810058	-104.266.117.118.975	0.297105247239895	0.635983518080704	tripartite motif-containing 37					
ENSRNOG00000006255	Nipal4	189.020.693.177.054	0.461906940421886	-111.432.587.120.093	0.47660022803235	-233.807.246.757.191	0.0193834891886259	0.201730351189307	NIPA-like domain containing 4					
ENSRNOG00000006261	Papolg	158.514.749.032.093	104.013.142.890.154	0.0567658359091455	0.0700318528327301	0.81057167007604	0.41761169142136	0.728477375255215	poly(A) polymerase gamma					
ENSRNOG00000006264	Itfg2	81.649.520.494.253	113.863.631.026.814	0.187307012051	0.109973498983489	170.320.135.107.388	0.0885303939323472	0.389099722678601	integrin alpha FG-GAP repeat containing 2					
ENSRNOG00000006278	Tspyl5	57.827.848.999.751	110.189.881.656.774	0.139991752458972	0.102160644931771	137.030.999.121.498	0.170590155521473	0.5104914724906	TSPY-like 5					
ENSRNOG00000006280	Pcsk9	368.916.394.846.106	0.922605177996753	-0.11621470553032	0.837451777677287	-0.13877181782651	0.88963046458756	NA	proprotein convertase subtilisin/kexin type 9					
ENSRNOG00000006283	LOC100359922	231.354.197.818.071	0.853428502921994	-0.22865780021719	0.122312135887791	-186.946.126.447.306	0.0615586679356542	0.330099696055299	60S ribosomal protein L13-like					
ENSRNOG00000006285	Tlk2	266.136.753.406.484	0.946925617586536	-0.0786769905808701	0.065455423960189	-120.199.344.562.679	0.229366067526934	0.577108051157387	tousled-like kinase 2					
ENSRNOG00000006298	Cpne3	10.977.422.054.953	0.997127244734823	-0.00415047428168242	0.0874447846269244	-0.0474639430972362	0.962143467170841	0.988796963432103	copine 3					
ENSRNOG00000006302	Gclc	292.618.328.845.642	0.965684927431737	-0.0503755349950039	0.0805324327101076	-0.625531022716532	0.53162259408474	0.80597499942957	glutamate-cysteine ligase	 catalytic subunit				
ENSRNOG00000006304	Mdm2	138.648.517.486.407	0.943762866637836	-0.0835036866795674	0.0912762729732984	-0.914845490065038	0.3602727497774	0.685860456595137	MDM2 proto-oncogene					
ENSRNOG00000006305	Slc38a2	604.874.483.816.976	0.857900263483171	-0.221118160148486	0.112747165668989	-196.118.597.604.183	0.04985733219541	0.301424399209656	solute carrier family 38	 member 2				
ENSRNOG00000006311	Ccr9	476.606.205.647.836	0.907401649653117	-0.140186812381636	0.601880011672048	-0.232914882805614	0.81582750143091	NA	C-C motif chemokine receptor 9					
ENSRNOG00000006314	Zbp1	269.153.390.413.718	110.657.030.707.553	0.146095117155066	0.833360230057329	0.175308482317444	0.860837247059519	NA	Z-DNA binding protein 1					
ENSRNOG00000006319	Cxcr6	837.828.015.231.971	0.858831074461487	-0.21955370275864	0.600484389413119	-0.365627660984193	0.71464293172207	NA	C-X-C motif chemokine receptor 6					
ENSRNOG00000006324	NA	696.268.353.214.559	133.088.442.914.157	0.412385296461312	0.206233836690825	199.960.056.544.716	0.0455434128432296	0.290282745303761	NA					
ENSRNOG00000006327	Rcc2	264.718.384.517.898	0.987986854983435	-0.0174362477903328	0.100888785703564	-0.172826421378139	0.862787868284052	0.956724075598354	regulator of chromosome condensation 2					
ENSRNOG00000006328	Wwp1	234.530.270.637.351	0.808444322475445	-0.306779676110521	0.070618841810446	-434.416.181.638.852	1,40E+09	0.00770724752994484	WW domain containing E3 ubiquitin protein ligase 1					
ENSRNOG00000006329	Peli1	16.966.769.608.374	106.359.738.061.284	0.088952129298135	0.0800498840391811	111.120.872.148.418	0.266478518050316	0.610795398815313	pellino E3 ubiquitin protein ligase 1					
ENSRNOG00000006330	Elf3	520.673.197.114.955	190.187.406.444.967	0.927421719064337	0.711294624443667	130.385.031.348.959	0.192284623994784	NA	E74 like ETS transcription factor 3					
ENSRNOG00000006331	Elovl5	394.777.648.326.813	0.905154976221771	-0.143763270332315	0.128580472539517	-11.180.801.212.885	0.26353277565273	0.608405173719939	ELOVL fatty acid elongase 5					
ENSRNOG00000006334	Txndc16	30.988.385.270.188	107.130.695.771.115	0.0993719095167358	0.0707370719473464	140.480.665.627.076	0.160078779226905	0.496118720077217	thioredoxin domain containing 16					
ENSRNOG00000006336	Fyco1	102.961.560.368.564	0.814492906456476	-0.296025960734026	0.12871813644639	-229.979.992.646.427	0.0214595576328755	0.212824826904039	FYVE and coiled-coil domain autophagy adaptor 1					
ENSRNOG00000006338	Lrp6	221.224.220.896.822	106.413.142.859.496	0.089676346019975	0.0772158286118132	11.613.725.790.706	0.245490415274797	0.591226753551565	LDL receptor related protein 6					
ENSRNOG00000006340	Memo1	300.474.426.688.446	108.209.648.170.914	0.113829138238431	0.0721921351470059	157.675.262.002.763	0.114852457482944	0.433795675730978	mediator of cell motility 1					
ENSRNOG00000006345	Sec61b	523.484.513.936.473	0.962711056842186	-0.0548252349403922	0.138992191741749	-0.394448308594621	0.69325008367019	0.884334824834539	SEC61 translocon subunit beta					
ENSRNOG00000006350	Tle6	16.188.671.239.114	0.771425491105557	-0.374401275490621	0.439327691758679	-0.852214150198113	0.394095244330601	NA	TLE family member 6	 subcortical maternal complex member				
ENSRNOG00000006353	Large2	178.929.703.606.206	13.888.902.422.801	0.473932594153896	0.373299208906858	126.957.835.121.517	0.204234864901136	NA	LARGE xylosyl- and glucuronyltransferase 2					
ENSRNOG00000006355	Akap8l	631.005.366.947.372	120.385.605.570.805	0.267662900294445	0.115829671031681	231.083.191.301.852	0.0208421410433124	0.209047997993161	A-kinase anchoring protein 8 like					
ENSRNOG00000006356	C14h2orf73	764.650.013.396.633	132.744.766.991.575	0.408654988832734	0.185805583250832	219.936.872.554.073	0.0278517145484121	0.237825653655173	similar to human chromosome 2 open reading frame 73					
ENSRNOG00000006357	Sgip1	196.845.485.592.881	107.508.631.061.466	0.104452487626105	0.0947927209191801	11.019.040.978.385	0.270503366894823	0.614467242848491	SH3GL interacting endocytic adaptor 1					
ENSRNOG00000006359	Galk1	390.721.341.846.474	112.435.169.602.909	0.16909337964535	0.0933742274368159	181.092.132.472.819	0.0701530310966922	0.349251523049283	galactokinase 1					
ENSRNOG00000006364	Dld	719.409.510.559.248	0.97441622212304	-0.0373899433942974	0.0882271609268096	-0.423791755299878	0.67171769144899	0.875377388663094	dihydrolipoamide dehydrogenase					
ENSRNOG00000006365	Asb15	580.265.130.610.136	0.770185521854624	-0.376722091649709	0.588982086370654	-0.639615533930913	0.522422580955084	NA	ankyrin repeat and SOCS box containing 15					
ENSRNOG00000006367	Slc5a8	140.446.064.867.447	141.073.555.590.258	0.496447578336904	0.443202800008666	112.013.637.623.047	0.262655651389576	NA	solute carrier family 5 member 8					
ENSRNOG00000006368	Lrrn3	397.097.525.854.018	0.969793427257664	-0.044250618937102	0.123565222277771	-0.358115480402955	0.720256894612401	0.898136218244515	leucine rich repeat neuronal 3					
ENSRNOG00000006369	Alg2	675.420.770.612.183	105.012.680.203.742	0.0705635427727176	0.0801108870052725	0.880823386315439	0.37841341978927	0.700126457460277	ALG2	 alpha-1	03-ene	6-mannosyltransferase		
ENSRNOG00000006370	RGD1310852	366.110.824.619.632	0.960393324362589	-0.0583027193724065	0.108843134717714	-0.535658216052078	0.592194786384419	0.837936970873146	similar to RIKEN cDNA 9130401M01					
ENSRNOG00000006375	Vdac1	107.074.843.355.775	10.260.243.859.448	0.0370650204805814	0.086043600400531	0.430770217750589	0.666635456673923	0.87301748610651	voltage-dependent anion channel 1					
ENSRNOG00000006378	Mga	405.479.895.200.697	104.854.414.198.556	0.0683875978037523	0.0634148707556146	107.841.578.779.371	0.280848244511175	0.62236898648142	MAX dimerization protein MGA					
ENSRNOG00000006380	Srsf6	422.062.783.446.911	103.510.761.353.797	0.0497807633254937	0.0699741167568516	0.711416815713067	0.4768259816658	0.76841273662324	serine and arginine rich splicing factor 6					
ENSRNOG00000006383	Atoh1	148.001.622.270.963	28.670.648.761.215	151.957.455.034.049	131.172.602.825.728	115.845.421.803.465	0.246678724400004	NA	atonal bHLH transcription factor 1					
ENSRNOG00000006384	Rig1	358.606.703.154.687	0.888367524709133	-0.170771440405708	0.154077302679655	-110.834.910.422.051	0.267711076316422	0.612148496230125	RNA sensor RIG-1					
ENSRNOG00000006388	Pygl	250.184.402.704.583	112.247.682.985.657	0.16668566519268	0.139493686567768	119.493.340.017.006	0.232113052002298	0.580400082927065	glycogen phosphorylase L					
ENSRNOG00000006391	Smarcad1	221.927.705.772.531	1.024.502.181.595	0.0349230564554895	0.069687389098786	0.501138827370674	0.616273422622786	0.850572514513393	SWI/SNF-related	 matrix-associated actin-dependent regulator of chromatin	 subfamily a	 containing DEAD/H box 1`		
ENSRNOG00000006392	Xrcc6	793.381.404.325.523	0.874714093054842	-0.193116556725408	0.0825046718878264	-234.067.419.828.019	0.0192489563566692	0.201730351189307	X-ray repair cross complementing 6					
ENSRNOG00000006393	Sirt6	755.460.888.039.275	105.098.340.046.523	0.0717398831387104	0.0780978421814836	0.918589824441006	0.358310156328149	0.684986975877554	sirtuin 6					
ENSRNOG00000006394	Tbc1d10a	68.410.318.682.165	102.588.495.905.301	0.0368689587138695	0.0957786784770439	0.384939104403139	0.700282532964783	0.887553419741153	TBC1 domain family	 member 10a				
ENSRNOG00000006395	Tldc2	985.705.872.343.654	106.262.851.999.324	0.0876373390798863	0.480936962784604	0.18222209117068	0.855408436976885	NA	TBC/LysM-associated domain containing 2					
ENSRNOG00000006397	Chrm5	328.053.847.463.426	0.94804641936645	-0.0769703950990124	0.465123394155695	-0.16548381798497	0.868563185611802	0.958665255987675	cholinergic receptor	 muscarinic 5				
ENSRNOG00000006398	Abcb5	139.869.717.601.524	0.804772156472674	-0.31334770327981	0.362421728053597	-0.864594142748169	0.387261588486526	NA	ATP binding cassette subfamily B member 5					
ENSRNOG00000006399	Synj2bp	392.542.948.956.039	100.948.184.143.421	0.0136149596952095	0.0650359646842596	0.209345087157671	0.834178856984238	0.946538808176634	synaptojanin 2 binding protein					
ENSRNOG00000006400	Tbc1d14	460.065.626.699.187	101.774.952.726.599	0.0253825513613267	0.0579804822831695	0.437777513428769	0.661547573126145	0.870853692667081	TBC1 domain family	 member 14				
ENSRNOG00000006403	Nectin1	365.140.012.475.775	109.789.888.134.303	0.134745185397011	0.157756933308307	0.854131622435109	0.393032064355055	0.711670012030584	nectin cell adhesion molecule 1					
ENSRNOG00000006410	Akap5	679.099.000.549.088	10.155.612.154.841	0.022277204295394	0.161441869990699	0.137989012990728	0.890249100841938	0.966208475140276	A-kinase anchoring protein 5					
ENSRNOG00000006412	Zhx1	164.732.368.568.291	106.443.382.917.831	0.0900862670438221	0.0849144046171681	106.090.677.370.902	0.288732270612542	0.629186686204223	zinc fingers and homeoboxes 1					
ENSRNOG00000006418	Samhd1	272.654.094.774.617	0.847540028668355	-0.238646587644182	0.10501123323985	-227.258.151.610.412	0.0230514105554656	0.217604093012639	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1					
ENSRNOG00000006419	Aven	505.295.253.940.575	0.820764139656775	-0.284960395947169	0.11838105829153	-240.714.519.754.853	0.0160777762181946	0.18595565736027	apoptosis and caspase activation inhibitor					
ENSRNOG00000006420	Rbm38	10.174.792.252.988	0.940672835478434	-0.088235051745976	0.179215296704597	-0.492341074497759	0.622478247914504	0.854235094615942	RNA binding motif protein 38					
ENSRNOG00000006422	Kcnk16	480.966.992.813.617	0.777665345905971	-0.36277864362175	0.783536249580602	-0.463001735804734	0.643363122901091	NA	potassium two pore domain channel subfamily K member 16					
ENSRNOG00000006426	Syt1	391.272.370.218.588	10.383.077.255.275	0.054234081747973	0.0809775903138267	0.669741857442165	0.503022363660733	0.785911748924515	synaptotagmin 1					
ENSRNOG00000006432	Trnt1	1.585.592.951.515	0.984357109775289	-0.0227462965615573	0.0861296116959265	-0.264093801349775	0.791707640193562	0.930550565155988	tRNA nucleotidyl transferase 1					
ENSRNOG00000006435	Tor1b	616.630.655.380.227	104.540.235.012.267	0.0640583076728362	0.083351737460879	0.768529962592583	0.44217239685365	0.745859732351193	torsin family 1	 member B				
ENSRNOG00000006440	Ift27	236.773.412.377.525	10.311.330.459.243	0.044230494016847	0.1389407701082	0.31834064243636	0.75022655834327	0.911686722258608	intraflagellar transport 27					
ENSRNOG00000006441	Zbtb25	887.196.396.640.771	106.884.160.508.829	0.0960480715008756	0.104761774397166	0.916823641576983	0.359235061972085	0.685128862431426	zinc finger and BTB domain containing 25					
ENSRNOG00000006444	Fkbp4	506.844.792.675.854	0.912811991142775	-0.131610351191763	0.0968802338687653	-135.848.506.899.812	0.174309817184897	0.515686509434912	FKBP prolyl isomerase 4					
ENSRNOG00000006459	NA	693.975.170.401.264	0.722527306845519	-0.468875981729191	0.149519503677762	-313.588.508.653.487	0.00171336324238142	0.0651499533038215	NA					
ENSRNOG00000006460	Amdhd2	335.912.167.288.504	124.117.757.069.152	0.311709531285994	0.0963955669123078	323.365.006.577.076	0.00122219107502938	0.056126172169353	amidohydrolase domain containing 2					
ENSRNOG00000006462	Ero1a	612.562.529.179.675	0.958685779015652	-0.0608700631050208	0.0644677719753616	-0.944193683756967	0.345070682317946	0.676221315879966	endoplasmic reticulum oxidoreductase 1 alpha					
ENSRNOG00000006467	Eif2b2	112.351.978.509.716	0.993888694526774	-0.0088438012945396	0.0778311115524355	-0.113628099588189	0.909532611360303	0.971708689994454	eukaryotic translation initiation factor 2B subunit beta					
ENSRNOG00000006469	Cdk2	142.516.299.281.533	0.901123552528838	-0.150203168204483	0.138963851646387	-108.087.942.601.574	0.279750751584379	0.620976867488068	cyclin dependent kinase 2					
ENSRNOG00000006470	Camk1g	169.547.674.461.039	110.101.845.295.167	0.138838648519689	0.174987386330409	0.793420894106822	0.427532641340077	0.735396647956978	calcium/calmodulin-dependent protein kinase IG					
ENSRNOG00000006471	NA	832.946.756.264.061	0.687326887453894	-0.540931697814225	0.247891559617731	-218.213.035.832.436	0.0290999132371728	0.24197495421541	NA					
ENSRNOG00000006472	Hspa2	568.688.359.094.996	0.992384997833096	-0.0110281691243601	0.108934362135121	-0.101236826545888	0.919362463520824	0.975025259624824	heat shock protein family A (Hsp70) member 2					
ENSRNOG00000006483	Heatr5a	112.554.246.055.712	111.302.637.173.898	0.154487775902079	0.111007696103453	139.168.527.340.758	0.16401772370673	0.501701272514703	HEAT repeat containing 5A					
ENSRNOG00000006485	Topors	162.740.352.544.499	0.832616802431279	-0.264275422141051	0.0768347756388232	-343.952.878.034.458	0.00058272782227362	0.0409796403777944	TOP1 binding arginine/serine rich protein	 E3 ubiquitin ligase				
ENSRNOG00000006486	Reg1a	0.985410991151389	0.719229166692622	-0.475476567653478	170.382.397.768.194	-0.279064371602732	0.780195424699044	NA	regenerating family member 1 alpha					
ENSRNOG00000006487	Casp8ap2	119.782.102.099.782	0.91675655483171	-0.125389418608841	0.0773116744076638	-162.186.913.644.714	0.10483137120061	0.416872504671428	caspase 8 associated protein 2					
ENSRNOG00000006490	Neo1	556.845.564.212.925	0.964085388138837	-0.0527671646261907	0.0857558590248884	-0.615318477666656	0.538344417172421	0.809307747283713	neogenin 1					
ENSRNOG00000006494	Tubg2	883.302.167.525.922	100.381.094.783.995	0.00548758572716941	0.0815872921204115	0.0672602997911794	0.94637448146224	0.984210622959825	tubulin	 gamma 2				
ENSRNOG00000006499	Cops5	27.121.148.469.045	0.976113719023752	-0.0348788607113959	0.0836208141100817	-0.417107404210153	0.676599849406144	0.877168126221299	COP9 signalosome subunit 5					
ENSRNOG00000006500	Snf8	197.305.430.635.008	0.83825867648253	-0.254532584027817	0.115590426258598	-220.202.132.881.126	0.0276638018892876	0.237231566168855	SNF8 subunit of ESCRT-II					
ENSRNOG00000006503	Frmd3	960.359.718.339.341	10.965.766.346.457	0.13300663878756	0.104273423308086	127.555.646.077.313	0.202112353397841	0.548234213750938	FERM domain containing 3					
ENSRNOG00000006505	Borcs5	994.488.264.040.745	108.980.217.638.434	0.124066277157345	0.107677116297274	115.220.653.583.277	0.249236212585257	0.594944240516381	BLOC-1 related complex subunit 5					
ENSRNOG00000006508	Thnsl2	262.221.485.640.277	0.964250432993227	-0.0525202061961036	0.155274696067233	-0.33824059892774	0.735181883388713	0.904453151700118	threonine synthase-like 2					
ENSRNOG00000006509	Srgap3	914.034.644.871.173	108.435.006.791.882	0.116830586690649	0.116546239481039	100.243.978.021.836	0.316131237424675	0.654505419588185	SLIT-ROBO Rho GTPase activating protein 3					
ENSRNOG00000006513	Borcs6	529.156.085.672.282	0.981306614840338	-0.0272241097223958	0.114161927198925	-0.238469254946601	0.811517158581336	0.93848750179555	BLOC-1 related complex subunit 6					
ENSRNOG00000006514	Vezt	315.453.984.612.403	110.165.663.019.468	0.139674627622115	0.0657855844029372	212.317.985.603.969	0.0337387833047198	0.256701441113466	vezatin	 adherens junctions transmembrane protein				
ENSRNOG00000006515	Klhl15	412.146.830.681.677	111.795.940.745.533	0.160867805599648	0.106364500108388	15.124.200.784.634	0.130427030213982	0.459587354383882	kelch-like family member 15					
ENSRNOG00000006519	Tmem107	118.441.278.633.263	0.996083110108122	-0.00566197353924062	0.154818240746696	-0.0365717470495248	0.970826471042762	0.990889930208926	transmembrane protein 107					
ENSRNOG00000006523	Atl2	372.446.930.065.174	103.821.161.134.452	0.0541005280142945	0.0673356400545733	0.803445663699755	0.421717190760693	0.731233940724894	atlastin GTPase 2					
ENSRNOG00000006526	Sema3c	346.056.311.410.369	0.920320116534563	-0.119792331317766	0.155945582232702	-0.768167521020323	0.442387666633583	0.745965512338868	semaphorin 3C					
ENSRNOG00000006527	Slc6a1	147.272.391.639.751	0.918979026528454	-0.121896159019052	0.115517908830391	-105.521.438.410.062	0.291327287023517	0.631301742445093	solute carrier family 6 member 1					
ENSRNOG00000006532	H3f3b	727.193.653.082.434	0.88882791971225	-0.170023959756024	0.123192280772157	-138.015.108.325.238	0.167540131663526	0.507518198185094	H3.3 histone B					
ENSRNOG00000006534	Crbn	346.128.573.751.158	102.526.727.597.094	0.0360000535872064	0.0939389494357969	0.383228190260003	0.701550577824366	0.888245793322208	cereblon					
ENSRNOG00000006539	Pex16	580.838.534.403.843	0.973316579322804	-0.0390189649747008	0.0919781380990129	-0.424219991632115	0.671405382358509	0.875373016134072	peroxisomal biogenesis factor 16					
ENSRNOG00000006541	Nup107	959.201.030.727.109	105.825.578.691.258	0.081688377838714	0.0870065397588295	0.938876296714515	0.347794260353132	0.67912543129645	nucleoporin 107					
ENSRNOG00000006542	Atp6v0c	236.621.637.856.929	101.352.006.357.342	0.0193746485792293	0.0727396991316185	0.26635590757905	0.789965119609445	0.929937844798001	ATPase H+ transporting V0 subunit C					
ENSRNOG00000006545	Septin7	160.535.526.917.782	0.836970823321449	-0.256750763369958	0.121735993537673	-210.907.847.308.531	0.0349378086533606	0.260455102570837	septin 7					
ENSRNOG00000006548	Mrc2	505.676.781.046.454	103.865.639.107.131	0.0547184599340856	0.220643959382202	0.247994371055053	0.804138762040924	0.934344707932366	mannose receptor	 C type 2				
ENSRNOG00000006549	Fndc9	538.948.069.169.937	172.323.498.130.073	0.785119441692089	0.656394629421675	119.610.887.490.629	0.231654074748549	NA	fibronectin type III domain containing 9					
ENSRNOG00000006551	Dcaf15	550.259.297.424.538	116.944.651.050.498	0.225825875547547	0.0876130565908995	257.753.677.744.652	0.00995072918631494	0.149341838032011	DDB1 and CUL4 associated factor 15					
ENSRNOG00000006553	Bnc2	422.714.482.537.406	149.251.346.635.457	0.577743948411567	0.458432052429385	126.026.080.713.578	0.207575293527888	0.554234665489033	basonuclin zinc finger protein 2					
ENSRNOG00000006554	Fam149b1	272.124.407.149.369	0.929471014576301	-0.10551821928435	0.106515178598367	-0.990640213656541	0.321861294109169	0.658118035744443	family with sequence similarity 149	 member B1				
ENSRNOG00000006557	Cyfip2	930.180.682.656.803	0.963070266166216	-0.0542870331100619	0.125540050847962	-0.432428000015766	0.66543037133744	0.872656329791177	cytoplasmic FMR1 interacting protein 2					
ENSRNOG00000006559	Akap8	293.692.459.336.471	108.359.959.515.134	0.115831759640695	0.0844909593511863	137.093.673.133.999	0.170394679749437	0.5101132435718	A-kinase anchoring protein 8					
ENSRNOG00000006565	Fstl4	16.111.916.638.983	111.222.682.878.141	0.153451042905371	0.19676381650496	0.779874296153953	0.43546486934705	0.740977669145897	follistatin-like 4					
ENSRNOG00000006569	Itgb8	450.141.686.867.215	0.792710751629729	-0.335133550916353	0.125854456686482	-266.286.597.820.854	0.0077478265774014	0.131598676090158	integrin subunit beta 8					
ENSRNOG00000006570	Plekhg3	193.533.785.475.525	0.700419645254021	-0.513708546077226	0.247141394722393	-207.860.179.252.553	0.0376539660961413	0.270595509152221	pleckstrin homology and RhoGEF domain containing G3					
ENSRNOG00000006575	Ccdc96	938.503.049.193.755	0.848509737035716	-0.236996879441711	0.16720472933789	-14.174.053.591.677	0.156364446729653	0.491074942004603	coiled-coil domain containing 96					
ENSRNOG00000006576	Bms1	234.256.724.523.351	0.968307206056719	-0.0464632639769972	0.0720329386750697	-0.645028022341089	0.518909026293849	0.797922584371883	BMS1 ribosome biogenesis factor					
ENSRNOG00000006578	Odf1	166.526.466.875.896	0.832691058713773	-0.264146762242086	109.417.623.709.807	-0.241411532517508	0.80923617538481	NA	outer dense fiber of sperm tails 1					
ENSRNOG00000006582	Aptx	114.789.289.200.757	0.995903743427203	-0.00592178591832582	0.0703334865288137	-0.0841958249275731	0.932900737628569	0.978972365046451	aprataxin					
ENSRNOG00000006583	Hpgds	508.462.866.647.604	0.656764604812946	-0.606551717218697	0.265294553635835	-228.633.309.242.865	0.022234779306327	0.216028434734103	hematopoietic prostaglandin D synthase					
ENSRNOG00000006587	Setd3	899.370.223.493.158	0.910934558143906	-0.134580680851793	0.0739926599328298	-181.883.826.009.181	0.0689361093774782	0.347219803303751	SET domain containing 3	 actin N3(tau)-histidine methyltransferase				
ENSRNOG00000006588	Meox2	670.319.856.765.611	0.688726809667455	-0.537996257814844	0.627474812951959	-0.857398969185452	0.391224428793425	NA	mesenchyme homeobox 2					
ENSRNOG00000006589	Mif	19.870.860.111.903	10.655.585.809.083	0.0916099099321498	0.108684223362424	0.842899798130432	0.399284486456548	0.716132292444778	macrophage migration inhibitory factor					
ENSRNOG00000006593	Grpel1	136.896.068.352.739	102.143.595.072.993	0.0305987425328795	0.122871135446848	0.249031169294565	0.803336671147848	0.934344707932366	GrpE-like 1	 mitochondrial				
